재질,외경_mm,두께_mm,길이_m,무게_kg,생산시간_분,생산단가_원
Copper,38.1,3.56,5.977,20.502,36.0,252757
Stainless Steel 316,101.6,2.11,12.047,63.468,67.78,361461
Carbon Steel,76.2,3.05,8.995,49.266,42.45,66621
Carbon Steel,76.2,5.16,12.039,107.899,53.63,139556
HDPE,25.4,1.65,3.002,0.348,10.89,1607
Galvanized Steel,50.8,2.77,12.01,39.375,55.39,68584
Stainless Steel 316,101.6,3.05,12.036,90.54,75.05,511748
PVC,38.1,3.56,8.967,4.863,28.32,17060
Carbon Steel,38.1,1.65,5.989,8.941,25.51,15853
Stainless Steel 304,25.4,2.77,12.026,19.112,66.32,99094
Carbon Steel,25.4,1.65,5.954,5.746,25.02,11467
Carbon Steel,50.8,2.77,3.032,9.95,19.6,15767
Stainless Steel 316,50.8,3.91,9.04,42.559,61.87,245715
Stainless Steel 316,101.6,3.05,3.022,22.441,30.86,129179
Stainless Steel 304,50.8,2.77,5.96,19.87,38.34,96448
Stainless Steel 316,38.1,1.65,8.99,13.508,55.71,83695
Carbon Steel,76.2,5.16,6.02,54.027,34.18,71124
HDPE,76.2,5.16,2.982,3.272,16.39,8913
Carbon Steel,25.4,2.77,11.961,18.49,45.31,30704
Copper,203.2,7.04,12.027,465.509,75.31,5599802
Stainless Steel 316,152.4,6.35,12.025,282.083,92.73,1568323
HDPE,50.8,1.65,9.04,2.212,25.76,8914
PVC,25.4,3.38,12.001,3.926,34.15,14919
Carbon Steel,25.4,2.77,2.973,4.605,18.31,8263
Stainless Steel 316,38.1,1.65,11.984,18.132,64.21,110766
Stainless Steel 316,76.2,3.05,11.999,66.256,77.5,378333
Stainless Steel 304,50.8,1.65,11.968,24.342,67.51,121520
Stainless Steel 304,38.1,1.65,12.022,18.385,62.11,93706
Carbon Steel,25.4,2.77,2.996,4.648,18.25,9357
HDPE,254.0,4.78,2.969,10.506,24.43,23234
Carbon Steel,38.1,2.77,2.998,7.37,17.54,11542
Carbon Steel,50.8,2.77,9.009,29.297,40.48,42732
HDPE,254.0,4.78,6.048,21.441,31.64,44946
Carbon Steel,25.4,3.38,11.992,21.949,51.61,36012
HDPE,101.6,2.11,8.959,5.566,31.73,14650
PVC,101.6,2.11,12.002,11.219,35.11,31198
Carbon Steel,76.2,3.05,9.005,49.218,44.7,68548
Stainless Steel 316,152.4,2.77,5.982,62.638,46.07,353108
PVC,25.4,3.38,11.952,3.936,35.29,16006
Copper,25.4,1.65,9.008,9.965,43.03,128826
Stainless Steel 304,76.2,2.11,9.027,35.653,54.39,170662
Stainless Steel 304,38.1,1.65,3.011,4.611,19.72,24108
Carbon Steel,38.1,3.56,3.042,9.273,19.31,14841
Copper,101.6,3.05,12.019,102.046,64.84,1236145
PVC,152.4,3.4,5.971,13.322,23.95,34194
Stainless Steel 304,38.1,3.56,3.044,9.349,26.55,46716
Stainless Steel 304,25.4,3.38,3.035,5.63,24.68,29981
PVC,76.2,5.16,6.021,9.827,25.33,26137
HDPE,38.1,1.65,2.978,0.537,11.46,2309
HDPE,38.1,2.77,5.972,1.726,18.88,6414
HDPE,25.4,3.38,12.0,2.626,36.86,11628
Stainless Steel 304,254.0,3.4,9.003,191.701,61.32,874113
Stainless Steel 304,76.2,2.11,5.999,23.546,38.45,112841
HDPE,203.2,2.77,12.02,20.031,39.65,43130
Carbon Steel,38.1,3.56,2.977,9.049,18.09,14758
Copper,50.8,3.91,11.985,61.845,60.28,753378
Stainless Steel 304,25.4,2.77,3.039,4.761,23.08,25919
HDPE,25.4,1.65,6.017,0.702,18.09,4311
Stainless Steel 316,152.4,3.4,5.981,75.823,50.55,426570
PVC,254.0,4.78,2.989,15.475,23.52,37487
Stainless Steel 304,76.2,3.05,12.038,67.085,71.53,315294
Carbon Steel,38.1,3.56,6.013,18.037,30.52,26409
Stainless Steel 304,25.4,2.77,9.027,14.372,51.11,74389
HDPE,76.2,2.11,2.976,1.387,12.77,5044
Carbon Steel,76.2,3.05,6.013,33.155,31.4,45335
Carbon Steel,76.2,2.11,6.037,23.478,30.87,33691
Carbon Steel,76.2,2.11,5.957,22.713,28.84,33562
HDPE,101.6,2.11,3.048,1.919,14.04,5647
Carbon Steel,50.8,1.65,11.963,24.306,42.76,36595
HDPE,101.6,3.05,2.992,2.691,15.24,7997
Stainless Steel 304,101.6,5.74,12.018,167.335,76.56,766660
Copper,76.2,2.11,3.01,13.279,20.61,163579
HDPE,203.2,7.04,11.98,49.513,46.57,98253
Carbon Steel,76.2,5.16,8.986,82.466,49.66,107793
Carbon Steel,203.2,3.96,2.983,58.521,30.38,76055
Stainless Steel 316,76.2,3.05,12.027,67.044,67.73,380576
Copper,152.4,3.4,5.98,85.993,38.54,1039116
Carbon Steel,38.1,1.65,9.005,13.213,36.3,22328
Carbon Steel,25.4,1.65,5.98,5.822,25.87,11683
Carbon Steel,101.6,5.74,8.987,122.767,43.29,153884
Carbon Steel,101.6,5.74,11.959,161.969,59.32,204264
Carbon Steel,38.1,1.65,2.972,4.42,16.44,8515
Carbon Steel,25.4,3.38,5.998,10.879,29.59,18615
Carbon Steel,25.4,1.65,2.958,2.863,15.02,6684
Stainless Steel 304,38.1,2.77,8.989,22.15,50.03,108349
Stainless Steel 304,76.2,3.05,8.988,50.789,49.66,237762
Copper,38.1,1.65,12.013,20.31,54.67,252772
Copper,25.4,3.38,3.016,6.249,21.79,78397
Stainless Steel 316,50.8,3.91,12.022,55.842,74.49,321745
Carbon Steel,76.2,3.05,9.035,49.667,43.22,67386
PVC,38.1,3.56,2.979,1.602,13.92,5674
Stainless Steel 316,101.6,2.11,5.956,31.464,42.16,180818
Carbon Steel,25.4,3.38,9.021,16.519,40.31,27299
Stainless Steel 304,50.8,3.91,3.013,13.875,30.56,68633
Stainless Steel 316,101.6,2.11,2.98,15.415,27.31,89836
Carbon Steel,38.1,3.56,12.041,36.737,51.46,53000
HDPE,38.1,1.65,11.978,2.151,32.31,8928
HDPE,152.4,3.4,8.992,13.723,33.45,30196
HDPE,50.8,3.91,8.977,4.9,28.14,14464
Stainless Steel 304,254.0,8.56,11.968,639.787,90.2,2895490
PVC,254.0,8.56,11.97,110.631,53.29,253080
Stainless Steel 304,76.2,5.16,5.989,55.387,49.28,258949
Stainless Steel 316,101.6,5.74,11.951,163.1,82.52,911280
Stainless Steel 316,38.1,1.65,3.011,4.572,23.44,28592
Carbon Steel,38.1,3.56,6.045,18.428,28.69,26979
Stainless Steel 316,25.4,3.38,8.981,16.99,56.69,103683
Carbon Steel,101.6,3.05,3.037,22.751,22.34,30925
Stainless Steel 304,38.1,2.77,5.998,14.661,36.69,72543
HDPE,203.2,7.04,8.99,36.478,39.26,72042
HDPE,152.4,6.35,11.997,33.628,42.75,68035
Stainless Steel 316,152.4,3.4,8.955,112.355,65.02,629219
Stainless Steel 304,38.1,2.77,6.021,14.807,38.8,74235
Carbon Steel,101.6,3.05,3.024,22.409,23.02,31654
HDPE,76.2,2.11,8.97,4.221,27.1,13079
Stainless Steel 304,76.2,5.16,6.0,55.506,47.53,257689
Copper,25.4,2.77,6.004,10.565,33.75,132518
Carbon Steel,50.8,2.77,8.999,29.045,40.23,42241
Galvanized Steel,101.6,5.74,11.984,159.677,59.91,250345
HDPE,25.4,3.38,12.008,2.675,33.44,10906
HDPE,50.8,3.91,12.016,6.597,31.67,18491
Carbon Steel,76.2,3.05,5.97,33.005,31.31,45147
Copper,50.8,3.91,5.972,30.425,36.76,372117
Carbon Steel,38.1,3.56,8.961,27.298,39.02,39963
Carbon Steel,50.8,1.65,6.023,12.042,27.3,18940
Copper,50.8,1.65,9.0,20.269,39.97,250457
Carbon Steel,38.1,2.77,3.043,7.344,19.72,11471
Stainless Steel 304,50.8,3.91,5.968,27.758,40.66,132346
PVC,38.1,3.56,9.016,4.876,30.43,16149
Stainless Steel 304,76.2,5.16,11.983,108.86,77.96,503668
Carbon Steel,25.4,2.77,12.038,18.766,50.35,32615
HDPE,50.8,1.65,3.031,0.73,11.43,2909
Galvanized Steel,50.8,3.91,8.979,41.049,45.73,69425
HDPE,254.0,4.78,12.004,42.641,42.99,83748
Stainless Steel 304,101.6,2.11,6.037,32.172,39.55,151972
HDPE,152.4,2.77,8.977,11.092,28.68,24417
HDPE,25.4,2.77,12.021,2.276,34.02,8952
Carbon Steel,76.2,3.05,9.023,49.984,39.92,67708
PVC,38.1,2.77,6.045,2.576,21.34,9770
PVC,76.2,3.05,3.016,2.947,12.82,8271
Stainless Steel 304,25.4,1.65,9.043,8.973,47.53,49609
Copper,152.4,2.77,6.005,71.189,40.37,861853
PVC,25.4,3.38,11.963,3.924,36.2,14775
Stainless Steel 304,38.1,2.77,2.985,7.435,24.37,38094
Stainless Steel 316,76.2,5.16,11.965,110.646,80.86,622753
Carbon Steel,76.2,3.05,2.984,16.626,21.36,23337
Carbon Steel,76.2,3.05,2.956,16.597,19.29,22740
PVC,50.8,3.91,9.045,7.29,29.83,22389
HDPE,76.2,5.16,11.975,12.982,39.71,29835
Stainless Steel 316,152.4,6.35,3.049,71.137,44.18,400013
Carbon Steel,38.1,1.65,6.045,8.968,25.35,14871
Stainless Steel 304,25.4,3.38,6.022,11.165,37.52,56991
Copper,101.6,3.05,9.003,76.773,47.19,928688
Stainless Steel 304,25.4,2.77,9.001,14.061,48.42,71714
Stainless Steel 304,38.1,1.65,5.984,8.996,35.86,46498
PVC,50.8,2.77,2.957,1.706,12.93,6813
Carbon Steel,25.4,2.77,2.977,4.559,16.98,8600
Galvanized Steel,76.2,5.16,11.991,106.908,65.68,172549
Stainless Steel 316,152.4,2.77,5.988,62.974,49.33,355502
Stainless Steel 304,25.4,3.38,5.99,11.186,38.32,57723
PVC,38.1,2.77,3.05,1.293,12.2,4326
Stainless Steel 304,101.6,2.11,11.977,62.584,66.13,293700
Stainless Steel 316,50.8,3.91,11.98,55.443,76.04,318439
HDPE,76.2,5.16,8.963,9.821,32.51,23715
Stainless Steel 304,101.6,3.05,2.976,22.467,29.32,106306
Carbon Steel,38.1,2.77,6.006,14.644,25.8,21979
Stainless Steel 304,25.4,2.77,11.95,18.963,65.62,97100
Stainless Steel 316,152.4,3.4,11.956,151.675,78.73,849089
Stainless Steel 304,50.8,1.65,9.039,18.508,48.77,92300
Stainless Steel 316,152.4,6.35,5.965,139.992,56.97,780112
Carbon Steel,50.8,2.77,11.99,39.247,51.74,55779
Copper,50.8,1.65,11.982,27.899,59.7,345405
Carbon Steel,76.2,2.11,11.989,46.389,50.53,64501
Stainless Steel 304,76.2,3.05,6.031,33.554,39.31,158777
Carbon Steel,25.4,3.38,9.043,16.787,44.68,27821
Carbon Steel,38.1,2.77,6.018,14.593,30.03,21855
Stainless Steel 304,76.2,3.05,2.962,16.692,24.63,79250
HDPE,152.4,2.77,6.018,7.466,24.08,17739
Carbon Steel,25.4,3.38,2.986,5.477,19.17,11362
Stainless Steel 304,152.4,3.4,6.0,78.094,45.64,359805
PVC,50.8,3.91,5.993,4.831,22.1,14927
PVC,38.1,1.65,11.958,3.22,32.56,13316
Copper,25.4,3.38,11.968,25.305,60.29,315513
Stainless Steel 304,38.1,1.65,2.974,4.417,21.5,24293
Stainless Steel 304,50.8,3.91,11.975,55.091,67.36,260363
Stainless Steel 304,76.2,2.11,8.975,34.883,50.57,165775
Stainless Steel 316,101.6,5.74,2.972,40.43,37.29,229909
Carbon Steel,101.6,3.05,11.976,89.374,49.82,115788
Stainless Steel 316,101.6,2.11,12.023,64.559,73.11,367941
Carbon Steel,50.8,3.91,3.008,13.658,20.52,20481
Stainless Steel 304,25.4,1.65,3.036,3.024,21.93,17417
Stainless Steel 304,38.1,2.77,6.019,14.82,34.83,72892
Carbon Steel,152.4,3.4,3.013,38.219,23.42,50448
Stainless Steel 304,38.1,1.65,6.009,9.168,36.26,48484
Stainless Steel 316,38.1,3.56,6.033,18.63,42.35,110431
Stainless Steel 304,76.2,5.16,9.034,83.092,63.19,385018
Stainless Steel 304,25.4,2.77,3.048,4.828,24.4,26331
Stainless Steel 304,76.2,5.16,12.02,110.042,71.38,508226
PVC,152.4,2.77,12.037,22.029,39.14,55729
Stainless Steel 316,38.1,1.65,12.008,18.424,71.3,112562
Stainless Steel 316,25.4,1.65,2.98,2.91,20.29,19760
Stainless Steel 316,25.4,3.38,5.992,11.012,42.86,68338
Carbon Steel,25.4,2.77,3.038,4.691,17.1,7835
Stainless Steel 304,25.4,3.38,12.026,22.655,64.71,113143
Stainless Steel 304,50.8,1.65,2.955,6.012,21.47,29951
Carbon Steel,254.0,3.4,2.994,62.915,30.82,81055
PVC,50.8,1.65,2.962,1.067,11.97,4859
Carbon Steel,25.4,2.77,6.006,9.237,29.79,16816
Stainless Steel 304,50.8,1.65,11.986,24.371,59.22,120819
Stainless Steel 304,38.1,3.56,3.01,9.34,24.36,46126
Stainless Steel 316,25.4,3.38,8.983,16.615,55.54,101316
Stainless Steel 304,203.2,7.04,2.976,103.493,45.96,473902
Stainless Steel 304,50.8,2.77,12.02,40.847,66.86,194957
Carbon Steel,76.2,3.05,5.967,32.59,29.71,44257
Copper,25.4,3.38,3.004,6.284,21.2,79287
Carbon Steel,101.6,3.05,8.996,65.204,45.95,86823
Stainless Steel 304,101.6,3.05,6.013,45.768,41.74,214024
Stainless Steel 304,25.4,3.38,12.035,22.919,68.75,115768
HDPE,25.4,1.65,12.018,1.411,33.32,8892
Stainless Steel 304,38.1,3.56,5.999,18.515,41.54,90748
Stainless Steel 304,25.4,1.65,3.022,2.985,19.31,17154
Stainless Steel 304,152.4,2.77,9.02,91.935,63.0,425220
Stainless Steel 304,50.8,3.91,2.982,13.702,25.39,65938
Stainless Steel 316,38.1,3.56,5.993,18.917,41.89,111533
Stainless Steel 304,101.6,2.11,8.979,47.47,51.0,223183
PVC,101.6,3.05,2.977,3.934,14.87,11336
Copper,101.6,3.05,9.035,76.419,49.61,925664
HDPE,25.4,1.65,9.035,1.062,26.09,7375
Carbon Steel,25.4,2.77,11.99,18.358,50.01,31935
Carbon Steel,101.6,5.74,11.966,163.318,56.62,205743
Carbon Steel,76.2,3.05,6.04,33.508,30.43,45664
Copper,304.8,4.78,5.989,242.005,50.5,2913792
Galvanized Steel,25.4,2.77,8.957,13.711,43.91,28571
Galvanized Steel,101.6,5.74,2.966,40.331,32.67,67019
PVC,101.6,2.11,9.013,8.278,30.48,23617
Stainless Steel 304,50.8,2.77,8.992,29.532,51.4,142270
Carbon Steel,152.4,6.35,3.025,68.849,29.5,88154
Galvanized Steel,76.2,5.16,6.026,53.213,36.47,85977
HDPE,254.0,4.78,2.954,10.534,22.51,23176
Stainless Steel 316,101.6,3.05,2.952,22.196,31.76,127977
Stainless Steel 304,76.2,3.05,3.0,16.992,27.35,81040
Carbon Steel,76.2,2.11,6.037,23.434,27.72,32498
Carbon Steel,254.0,3.4,8.957,186.518,53.27,233441
Stainless Steel 304,76.2,3.05,11.969,67.004,71.18,313651
Stainless Steel 304,76.2,5.16,8.973,82.906,55.19,382967
Carbon Steel,152.4,3.4,11.975,148.586,54.1,187459
Carbon Steel,101.6,5.74,5.989,81.184,39.17,104355
HDPE,50.8,1.65,6.007,1.474,17.89,6229
Carbon Steel,25.4,3.38,6.022,11.249,29.99,18882
Galvanized Steel,101.6,2.11,2.982,15.244,20.95,26645
Carbon Steel,25.4,2.77,8.994,13.941,40.6,23861
PVC,25.4,2.77,9.01,2.453,26.16,10764
Galvanized Steel,76.2,2.11,12.04,46.884,56.63,79725
Carbon Steel,152.4,2.77,8.97,92.258,45.26,119066
Copper,76.2,3.05,3.016,18.844,25.7,231665
Carbon Steel,203.2,3.96,8.963,175.716,52.18,220065
Copper,25.4,2.77,2.977,5.156,21.35,65924
Carbon Steel,76.2,2.11,9.018,34.404,40.82,48014
HDPE,50.8,1.65,11.998,2.96,36.06,12066
Carbon Steel,38.1,2.77,9.045,22.032,38.86,33663
HDPE,152.4,6.35,9.037,25.018,38.96,53027
Copper,25.4,2.77,9.037,16.083,47.94,201314
Stainless Steel 304,152.4,3.4,11.966,155.341,68.61,710925
Stainless Steel 316,101.6,3.05,11.982,90.755,76.51,512978
Carbon Steel,76.2,5.16,9.006,80.531,44.94,105769
Stainless Steel 304,203.2,7.04,12.043,425.911,86.32,1931700
Carbon Steel,76.2,5.16,11.964,107.49,54.99,138585
PVC,50.8,2.77,8.994,5.259,26.34,17878
Stainless Steel 316,101.6,2.11,5.965,31.814,41.82,182689
Carbon Steel,152.4,3.4,11.997,148.555,55.78,188971
Copper,203.2,2.77,11.973,183.296,68.61,2212331
Carbon Steel,152.4,6.35,6.031,137.788,46.78,174316
HDPE,25.4,1.65,9.018,1.063,24.67,6506
Stainless Steel 304,76.2,5.16,8.951,82.389,62.26,381742
Stainless Steel 316,76.2,2.11,9.02,35.404,54.36,205388
Carbon Steel,152.4,6.35,5.977,135.219,44.33,170604
Stainless Steel 316,101.6,2.11,9.034,47.89,58.79,273994
Carbon Steel,25.4,1.65,6.033,5.831,25.96,11760
Stainless Steel 304,203.2,3.96,6.044,118.386,51.53,541563
Carbon Steel,25.4,3.38,6.026,11.176,29.73,18757
Stainless Steel 304,152.4,2.77,5.952,61.819,42.5,285243
HDPE,76.2,5.16,11.981,13.038,37.94,29544
Stainless Steel 304,38.1,3.56,3.016,9.237,24.65,45694
Stainless Steel 316,254.0,3.4,12.006,254.787,89.92,1417382
Stainless Steel 304,152.4,2.77,3.048,32.092,33.01,150219
Stainless Steel 316,25.4,2.77,8.983,14.408,53.73,88589
Stainless Steel 304,76.2,2.11,11.978,46.017,67.32,219092
Carbon Steel,101.6,5.74,11.999,163.948,57.23,207353
PVC,50.8,2.77,8.979,5.258,26.57,15460
Galvanized Steel,101.6,3.05,12.002,88.028,60.09,142301
Galvanized Steel,152.4,2.77,11.955,120.472,60.78,191396
Carbon Steel,50.8,2.77,11.97,39.338,49.85,56410
HDPE,38.1,3.56,9.014,3.341,28.39,11191
HDPE,25.4,3.38,9.024,2.06,27.65,8476
HDPE,152.4,6.35,6.048,16.787,29.44,35250
Stainless Steel 316,25.4,2.77,12.03,19.037,66.73,116808
HDPE,25.4,1.65,5.992,0.695,16.69,5200
Carbon Steel,38.1,3.56,11.966,36.142,49.79,52030
Carbon Steel,50.8,1.65,9.013,17.959,33.75,28553
Stainless Steel 316,203.2,3.96,11.956,239.209,94.84,1333817
PVC,25.4,3.38,3.032,0.977,12.56,4437
HDPE,203.2,7.04,5.986,25.26,33.07,51896
Carbon Steel,152.4,2.77,2.99,30.94,23.97,40951
Stainless Steel 304,101.6,3.05,8.976,68.015,58.07,316647
PVC,38.1,3.56,12.022,6.465,35.18,20102
Stainless Steel 316,50.8,2.77,5.96,20.52,40.92,120318
Stainless Steel 316,101.6,2.11,3.015,16.065,28.56,93797
Carbon Steel,38.1,3.56,3.045,9.29,19.32,14323
Galvanized Steel,50.8,2.77,2.981,9.604,21.66,17457
Copper,38.1,3.56,11.953,41.103,58.55,503826
Carbon Steel,50.8,2.77,9.044,29.467,38.57,42165
HDPE,50.8,3.91,5.981,3.175,21.91,8611
Stainless Steel 304,76.2,5.16,3.018,28.147,33.68,133147
Stainless Steel 304,25.4,2.77,3.041,4.807,25.12,27156
Galvanized Steel,25.4,2.77,3.046,4.719,21.21,10348
PVC,101.6,5.74,5.997,14.748,26.99,36950
PVC,50.8,1.65,11.994,4.212,34.91,15792
Carbon Steel,38.1,3.56,11.953,36.462,55.38,53879
Stainless Steel 304,38.1,3.56,9.015,28.047,50.74,135536
Carbon Steel,76.2,5.16,3.016,27.347,26.86,37823
Stainless Steel 304,152.4,6.35,9.012,206.621,62.01,941177
Stainless Steel 316,101.6,5.74,11.957,166.726,84.5,932717
Carbon Steel,25.4,1.65,5.962,5.759,24.7,11684
Stainless Steel 316,304.8,9.53,2.989,210.964,58.52,1170712
Stainless Steel 316,25.4,2.77,9.029,14.365,49.78,88010
Stainless Steel 316,101.6,2.11,8.961,46.041,53.88,263422
Stainless Steel 316,76.2,2.11,5.954,23.263,39.94,134827
PVC,38.1,3.56,11.956,6.427,34.89,19865
Stainless Steel 304,50.8,2.77,5.973,19.886,40.22,96673
Galvanized Steel,76.2,2.11,12.013,45.438,54.94,78243
Stainless Steel 316,38.1,1.65,3.012,4.551,22.14,29045
Stainless Steel 316,101.6,3.05,12.035,90.17,73.93,508997
Carbon Steel,152.4,6.35,2.986,68.471,28.07,86489
HDPE,50.8,3.91,3.012,1.7,13.98,5082
Carbon Steel,203.2,7.04,12.027,400.064,64.18,491460
Stainless Steel 316,101.6,3.05,9.008,69.568,65.67,394629
Stainless Steel 304,101.6,2.11,8.964,47.102,52.34,221091
Stainless Steel 316,76.2,5.16,2.99,27.387,37.05,157498
Stainless Steel 304,38.1,3.56,9.001,27.714,53.88,134116
Stainless Steel 316,38.1,1.65,6.012,9.13,30.59,56534
Carbon Steel,38.1,2.77,12.05,29.071,46.79,43399
HDPE,38.1,3.56,8.963,3.323,28.47,11192
Stainless Steel 316,50.8,2.77,2.954,9.901,24.89,58791
Copper,101.6,2.11,3.033,17.991,22.81,219600
Carbon Steel,38.1,3.56,2.982,9.123,17.78,13370
Stainless Steel 304,203.2,7.04,6.035,209.523,57.56,953165
Stainless Steel 316,38.1,3.56,6.012,18.571,43.81,110087
Carbon Steel,76.2,5.16,2.958,26.79,24.97,37346
Stainless Steel 316,254.0,3.4,8.98,192.117,68.75,1069053
Stainless Steel 304,76.2,2.11,9.027,35.467,52.0,169568
Stainless Steel 304,101.6,3.05,6.022,45.381,43.63,211787
Copper,76.2,5.16,12.0,123.366,70.58,1492877
Stainless Steel 304,152.4,2.77,2.97,31.017,31.38,145133
Stainless Steel 316,101.6,3.05,11.971,89.617,73.69,506162
Stainless Steel 304,25.4,2.77,11.956,18.662,62.81,95747
Carbon Steel,38.1,3.56,12.012,36.39,47.1,52090
HDPE,38.1,2.77,5.969,1.708,20.71,7360
PVC,25.4,1.65,2.997,0.523,10.19,3363
Carbon Steel,38.1,2.77,2.963,7.156,17.36,11758
PVC,25.4,1.65,2.988,0.509,10.79,2602
PVC,25.4,3.38,12.034,3.914,34.0,15572
Stainless Steel 316,50.8,1.65,12.002,24.303,68.02,145967
Galvanized Steel,101.6,5.74,5.964,81.387,39.11,129175
Copper,38.1,2.77,11.98,32.766,56.24,403428
Carbon Steel,25.4,1.65,3.036,2.988,16.22,6423
Stainless Steel 316,152.4,2.77,2.978,31.02,33.45,177186
Copper,38.1,3.56,8.993,31.853,48.31,391337
Carbon Steel,76.2,2.11,11.996,45.55,46.67,63639
Stainless Steel 304,38.1,2.77,2.996,7.349,25.82,38142
Carbon Steel,76.2,3.05,2.976,16.555,19.66,23369
Stainless Steel 304,50.8,1.65,3.022,6.163,20.14,30441
Stainless Steel 316,50.8,1.65,12.01,24.591,65.89,147462
HDPE,76.2,3.05,6.038,3.983,23.04,10760
Copper,25.4,1.65,3.04,3.33,17.25,43026
Galvanized Steel,101.6,3.05,2.964,21.847,22.97,36255
Carbon Steel,25.4,1.65,8.954,8.726,37.65,18297
Copper,50.8,3.91,11.992,61.474,61.07,748448
HDPE,101.6,3.05,6.005,5.367,22.46,12784
Copper,38.1,1.65,12.027,20.098,60.33,252888
Carbon Steel,76.2,5.16,11.988,109.131,53.4,140147
Carbon Steel,152.4,2.77,3.023,31.089,24.86,41453
Copper,76.2,2.11,9.0,39.972,47.02,488279
Stainless Steel 316,101.6,3.05,2.982,22.658,30.69,129309
Stainless Steel 304,50.8,3.91,6.009,27.984,41.96,134218
Carbon Steel,25.4,1.65,12.044,11.7,47.12,22467
HDPE,38.1,1.65,9.022,1.628,26.99,7316
Stainless Steel 304,38.1,3.56,5.971,18.397,37.51,90620
Carbon Steel,76.2,2.11,3.026,11.659,17.77,17201
PVC,38.1,1.65,11.952,3.166,33.53,13095
Carbon Steel,50.8,3.91,6.013,27.48,31.41,38903
Carbon Steel,50.8,1.65,11.979,23.699,49.62,37937
Copper,25.4,1.65,6.035,6.606,31.83,84532
Carbon Steel,25.4,3.38,5.99,11.07,31.59,19971
Stainless Steel 316,25.4,3.38,6.025,11.21,39.69,69385
Carbon Steel,254.0,4.78,2.963,87.937,34.34,112208
Stainless Steel 304,254.0,3.4,3.041,66.57,37.17,305946
Stainless Steel 316,38.1,1.65,12.034,18.009,66.32,110893
Copper,50.8,3.91,9.024,46.251,56.9,565757
Stainless Steel 304,50.8,1.65,8.998,18.354,50.53,91884
Stainless Steel 316,101.6,3.05,2.981,22.41,27.42,127948
Stainless Steel 316,38.1,3.56,8.993,27.775,56.74,163759
Stainless Steel 304,38.1,2.77,8.984,22.464,49.61,109057
Carbon Steel,152.4,3.4,6.025,75.878,36.72,97157
Carbon Steel,203.2,3.96,9.021,171.852,47.01,213382
Stainless Steel 316,101.6,5.74,6.031,82.862,51.09,464893
Stainless Steel 304,25.4,3.38,12.05,22.524,67.9,113583
PVC,152.4,3.4,9.031,19.932,29.87,50147
Stainless Steel 304,25.4,2.77,3.015,4.704,21.69,25321
Stainless Steel 316,25.4,2.77,12.005,18.772,63.97,116222
Stainless Steel 316,50.8,2.77,8.99,29.714,52.44,173142
Carbon Steel,38.1,2.77,5.984,14.188,30.17,21433
PVC,38.1,3.56,6.008,3.244,21.12,11073
Carbon Steel,38.1,1.65,8.997,13.394,36.3,22505
PVC,50.8,3.91,2.988,2.435,14.84,8244
Carbon Steel,25.4,2.77,3.04,4.654,16.3,8105
PVC,38.1,3.56,9.049,4.876,29.96,16396
Stainless Steel 304,76.2,5.16,5.963,55.051,46.92,256244
Carbon Steel,38.1,2.77,8.952,21.894,37.49,32626
Carbon Steel,25.4,1.65,8.966,8.625,37.84,16192
PVC,101.6,3.05,9.027,11.668,29.95,30931
Stainless Steel 316,38.1,1.65,8.997,13.459,51.18,83990
Stainless Steel 304,50.8,3.91,3.037,13.943,25.5,67614
Stainless Steel 304,76.2,5.16,12.001,111.19,76.53,513747
Carbon Steel,38.1,3.56,3.024,9.312,19.61,15517
Stainless Steel 304,25.4,1.65,2.961,2.917,20.71,17675
PVC,38.1,2.77,6.007,2.59,18.9,8291
Carbon Steel,50.8,1.65,11.991,23.965,50.45,37987
Carbon Steel,25.4,2.77,11.969,18.611,50.19,31786
Carbon Steel,25.4,2.77,8.991,14.151,36.51,23325
Stainless Steel 316,101.6,3.05,9.039,68.263,59.03,385440
Stainless Steel 316,38.1,3.56,12.022,37.307,72.3,217383
Carbon Steel,38.1,1.65,12.023,18.113,44.2,30176
Copper,76.2,5.16,11.956,122.912,65.64,1486886
Carbon Steel,38.1,1.65,6.025,8.968,24.91,15018
Carbon Steel,76.2,2.11,3.036,11.581,18.88,18276
Carbon Steel,152.4,6.35,8.957,206.535,50.2,256917
Copper,203.2,2.77,3.027,46.489,33.14,564236
Stainless Steel 304,203.2,3.96,5.971,117.462,54.33,539552
HDPE,76.2,5.16,3.018,3.317,17.19,8498
Stainless Steel 316,25.4,2.77,2.979,4.68,23.82,29331
HDPE,76.2,3.05,6.0,3.991,22.43,11570
Carbon Steel,101.6,2.11,3.037,15.715,19.17,22785
PVC,203.2,2.77,12.041,29.559,40.35,71827
Stainless Steel 304,304.8,4.78,5.984,215.195,56.17,979460
Carbon Steel,38.1,1.65,8.976,13.372,32.21,21409
Stainless Steel 304,101.6,5.74,2.994,41.347,34.76,191584
Carbon Steel,76.2,2.11,2.954,11.394,19.21,16916
Stainless Steel 304,152.4,3.4,8.956,113.406,64.18,521552
Stainless Steel 304,50.8,1.65,9.046,18.658,46.76,92519
HDPE,50.8,1.65,12.034,2.96,29.79,9478
Stainless Steel 316,101.6,2.11,3.027,15.906,27.58,92224
Carbon Steel,101.6,2.11,6.042,31.395,30.29,43251
Stainless Steel 304,38.1,1.65,9.032,13.724,49.02,71126
